PAY002	/vol/huge/depienne/minion/fastq/001_20220412_FAME3/dna_r9.4.1_450bps_sup/pass
PAY004	/vol/huge/depienne/minion/fastq/001_20220412_FAME3/dna_r9.4.1_450bps_sup/pass
PAY005	/vol/huge/depienne/minion/fastq/001_20220412_FAME3/dna_r9.4.1_450bps_sup/pass
PAY005_F1-R1	/vol/huge/depienne/minion/fastq/001_20220412_FAME3/dna_r9.4.1_450bps_sup/pass
PAY011	/vol/huge/depienne/minion/fastq/001_20220412_FAME3/dna_r9.4.1_450bps_sup/pass
PAY013	/vol/huge/depienne/minion/fastq/001_20220412_FAME3/dna_r9.4.1_450bps_sup/pass
PAY015	/vol/huge/depienne/minion/fastq/001_20220412_FAME3/dna_r9.4.1_450bps_sup/pass
PAY016	/vol/huge/depienne/minion/fastq/001_20220412_FAME3/dna_r9.4.1_450bps_sup/pass
PAY017	/vol/huge/depienne/minion/fastq/001_20220412_FAME3/dna_r9.4.1_450bps_sup/pass
PAY023	/vol/huge/depienne/minion/fastq/001_20220412_FAME3/dna_r9.4.1_450bps_sup/pass
PAY031	/vol/huge/depienne/minion/fastq/001_20220412_FAME3/dna_r9.4.1_450bps_sup/pass
PAY039	/vol/huge/depienne/minion/fastq/001_20220412_FAME3/dna_r9.4.1_450bps_sup/pass
PAY100	/vol/huge/depienne/minion/fastq/001_20220412_FAME3/dna_r9.4.1_450bps_sup/pass
Pad213_17	/vol/huge/depienne/minion/fastq/001_20220412_FAME3/dna_r9.4.1_450bps_sup/pass
LEC013	/vol/huge/depienne/minion/fastq/001_20220412_FAME3/dna_r9.4.1_450bps_sup/pass
LEC015	/vol/huge/depienne/minion/fastq/001_20220412_FAME3/dna_r9.4.1_450bps_sup/pass
LEC019	/vol/huge/depienne/minion/fastq/001_20220412_FAME3/dna_r9.4.1_450bps_sup/pass
LEC022	/vol/huge/depienne/minion/fastq/001_20220412_FAME3/dna_r9.4.1_450bps_sup/pass
LEC035	/vol/huge/depienne/minion/fastq/001_20220412_FAME3/dna_r9.4.1_450bps_sup/pass
LEC040	/vol/huge/depienne/minion/fastq/001_20220412_FAME3/dna_r9.4.1_450bps_sup/pass
LEC043	/vol/huge/depienne/minion/fastq/001_20220412_FAME3/dna_r9.4.1_450bps_sup/pass
LEC043_F1-R1	/vol/huge/depienne/minion/fastq/001_20220412_FAME3/dna_r9.4.1_450bps_sup/pass
LEC046	/vol/huge/depienne/minion/fastq/001_20220412_FAME3/dna_r9.4.1_450bps_sup/pass
LEC048	/vol/huge/depienne/minion/fastq/001_20220412_FAME3/dna_r9.4.1_450bps_sup/pass
VA33_211	/vol/huge/depienne/minion/fastq/001_20220412_FAME3/dna_r9.4.1_450bps_sup/pass
VA33_211_F1-R1	/vol/huge/depienne/minion/fastq/001_20220412_FAME3/dna_r9.4.1_450bps_sup/pass
VA33_213	/vol/huge/depienne/minion/fastq/001_20220412_FAME3/dna_r9.4.1_450bps_sup/pass
VA33_228	/vol/huge/depienne/minion/fastq/001_20220412_FAME3/dna_r9.4.1_450bps_sup/pass
VA33_235	/vol/huge/depienne/minion/fastq/001_20220412_FAME3/dna_r9.4.1_450bps_sup/pass
M00_234	/vol/huge/depienne/minion/fastq/001_20220412_FAME3/dna_r9.4.1_450bps_sup/pass
